,Title,Year,Source,Authors,Class,topic
1404,Enhance Cross-Domain Aspect-Based Sentiment Analysis by Incorporating Commonsense Relational Structure (Student Abstract),2022,AAAI,"Yushi Zeng, Guohua Wang, Haopeng Ren, Yi Cai",STUDENT ABSTRACT AND POSTER PROGRAM,
1405,Conditional Abstract Dialectical Frameworks,2022,AAAI,"Jesse Heyninck, Matthias Thimm, Gabriele Kern-Isberner, Tjitze Rienstra, Kenneth Skiba",MAIN TRACK,
1406,VITA: A Multi-Source Vicinal Transfer Augmentation Method for Out-of-Distribution Generalization,2022,AAAI,"Minghui Chen, Cheng Wen, Feng Zheng, Fengxiang He, Ling Shao",MAIN TRACK,transfer learning/augmentation
1407,Finding Backdoors to Integer Programs: A Monte Carlo Tree Search Framework,2022,AAAI,"Elias B. Khalil, Pashootan Vaezipoor, Bistra Dilkina",MAIN TRACK,
1408,An Algorithmic Introduction to Savings Circles,2022,AAAI,"Rediet Abebe, Adam Eck, Christian Ikeokwu, Samuel Taggart",MAIN TRACK,
1409,Creating Interpretable Data-Driven Approaches for Tropical Cyclones Forecasting,2022,AAAI,Fan Meng,DOCTORAL CONSORTIUM,
1410,Forecasting Asset Dependencies to Reduce Portfolio Risk,2022,AAAI,"Haoren Zhu, Shih-Yang Liu, Pengfei Zhao, Yingying Chen, Dik Lun Lee",MAIN TRACK,
1411,On the Computation of Necessary and Sufficient Explanations,2022,AAAI,"Adnan Darwiche, Chunxi Ji",MAIN TRACK,
1412,Improving Local Search Algorithms via Probabilistic Configuration Checking,2022,AAAI,"Weilin Luo, Hai Wan, Rongzhen Ye, Shaowei Cai, Biqing Fang, Delong Zhang",MAIN TRACK,
1413,Contrastive Spatio-Temporal Pretext Learning for Self-Supervised Video Representation,2022,AAAI,"Yujia Zhang, Lai-Man Po, Xuyuan Xu, Mengyang Liu, Yexin Wang, Weifeng Ou, Yuzhi Zhao, Wing-Yin Yu",MAIN TRACK,zero_few-shot/representation/contrastive learning
1414,Learning Economic Indicators by Aggregating Multi-Level Geospatial Information,2022,AAAI,"Sungwon Park, Sungwon Han, Donghyun Ahn, Jaeyeon Kim, Jeasurk Yang, Susang Lee, Seunghoon Hong, Jihee Kim, Sangyoon Park, Hyunjoo Yang, Meeyoung Cha",AI FOR SOCIAL IMPACT TRACK,
1415,Enhancing Pseudo Label Quality for Semi-Supervised Domain-Generalized Medical Image Segmentation,2022,AAAI,"Huifeng Yao, Xiaowei Hu, Xiaomeng Li",MAIN TRACK,segmentation
1416,AI Driven Accounts Payable Transformation,2022,AAAI,"Tarun Tater, Neelamadhav Gantayat, Sampath Dechu, Hussain Jagirdar, Harshit Rawat, Meena Guptha, Surbhi Gupta, Lukasz Strak, Shashi Kiran, Sivakumar Narayanan",MAIN TRACK,
1417,Deep Learning for Personalized Preoperative Planning of Microsurgical Free Tissue Transfers,2022,AAAI,Eshika Saxena,UNDERGRADUATE CONSORTIUM,transfer learning
1418,A Lyapunov-Based Methodology for Constrained Optimization with Bandit Feedback,2022,AAAI,"Semih Cayci, Yilin Zheng, Atilla Eryilmaz",MAIN TRACK,optimization
1419,SpreadGNN: Decentralized Multi-Task Federated Learning for Graph Neural Networks on Molecular Data,2022,AAAI,"Chaoyang He, Emir Ceyani, Keshav Balasubramanian, Murali Annavaram, Salman Avestimehr",MAIN TRACK,graph/federated learning/multi-task
1420,Wasserstein Unsupervised Reinforcement Learning,2022,AAAI,"Shuncheng He, Yuhang Jiang, Hongchang Zhang, Jianzhun Shao, Xiangyang Ji",MAIN TRACK,reinforcement learning
1421,Zero-Shot Cross-Lingual Machine Reading Comprehension via Inter-Sentence Dependency Graph,2022,AAAI,"Liyan Xu, Xuchao Zhang, Bo Zong, Yanchi Liu, Wei Cheng, Jingchao Ni, Haifeng Chen, Liang Zhao, Jinho D. Choi",MAIN TRACK,graph/zero_few-shot
1422,Causal Intervention for Subject-Deconfounded Facial Action Unit Recognition,2022,AAAI,"Yingjie Chen, Diqi Chen, Tao Wang, Yizhou Wang, Yun Liang",MAIN TRACK,
1423,Weakly Supervised Neuro-Symbolic Module Networks for Numerical Reasoning over Text,2022,AAAI,"Amrita Saha, Shafiq Joty, Steven Hoi",MAIN TRACK,zero_few-shot
1424,Expressivity of Planning with Horn Description Logic Ontologies,2022,AAAI,"Stefan Borgwardt, Jörg Hoffmann, Alisa Kovtunova, Markus Krötzsch, Bernhard Nebel, Marcel Steinmetz",MAIN TRACK,
1425,Learning Quality-Aware Representation for Multi-Person Pose Regression,2022,AAAI,"Yabo Xiao, Dongdong Yu, Xiao Juan Wang, Lei Jin, Guoli Wang, Qian Zhang",MAIN TRACK,representation
1426,PetsGAN: Rethinking Priors for Single Image Generation,2022,AAAI,"Zicheng Zhang, Yinglu Liu, Congying Han, Hailin Shi, Tiande Guo, Bowen Zhou",MAIN TRACK,generative model
1427,Planning to Avoid Side Effects,2022,AAAI,"Toryn Q. Klassen, Sheila A. McIlraith, Christian Muise, Jarvis Xu",MAIN TRACK,
1428,Exploring Motion and Appearance Information for Temporal Sentence Grounding,2022,AAAI,"Daizong Liu, Xiaoye Qu, Pan Zhou, Yang Liu",MAIN TRACK,
1429,Optimize What You Evaluate with: Search Result Diversification Based on Approximate Metric Optimization,2022,AAAI,Hai-Tao Yu,MAIN TRACK,optimization/metric
1430,AI-Driven Road Condition Monitoring across Multiple Nations,2022,AAAI,"Deeksha Arya, ,",DOCTORAL CONSORTIUM,
1431,Modality-Adaptive Mixup and Invariant Decomposition for RGB-Infrared Person Re-Identification,2022,AAAI,"Zhipeng Huang, Jiawei Liu, Liang Li, Kecheng Zheng, Zheng-Jun Zha",MAIN TRACK,adaptive
1432,Multi-sacle Dynamic Coding improved Spiking Actor Network for Reinforcement Learning,2022,AAAI,"Duzhen Zhang, Tielin Zhang, Shuncheng Jia, Bo Xu",MAIN TRACK,reinforcement learning
1433,Breaking the Convergence Barrier: Optimization via Fixed-Time Convergent Flows,2022,AAAI,"Param Budhraja, Mayank Baranwal, Kunal Garg, Ashish Hota",MAIN TRACK,optimization/zero_few-shot/flow
1434,A Machine Learning Method for EV Range Prediction with Updates on Route Information and Traffic Conditions,2022,AAAI,"Dohee Kim, Hong Gi Shim, Jeong Soo Eo",MAIN TRACK,
1435,Conservative and Adaptive Penalty for Model-Based Safe Reinforcement Learning,2022,AAAI,"Yecheng Jason Ma, Andrew Shen, Osbert Bastani, Dinesh Jayaraman",MAIN TRACK,reinforcement learning/adaptive
1436,Inductive Relation Prediction by BERT,2022,AAAI,"Hanwen Zha, Zhiyu Chen, Xifeng Yan",MAIN TRACK,transformer
1437,Multi-Head Modularization to Leverage Generalization Capability in Multi-Modal Networks,2022,AAAI,"Jun-Tae Lee, Hyunsin Park, Sungrack Yun, Simyung Chang",MAIN TRACK,multimodal
1438,Reducing Catastrophic Forgetting in Self Organizing Maps with Internally-Induced Generative Replay (Student Abstract),2022,AAAI,"Hitesh Vaidya, Travis Desell, Alexander Ororbia",STUDENT ABSTRACT AND POSTER PROGRAM,generative model
1439,Programmatic Modeling and Generation of Real-Time Strategic Soccer Environments for Reinforcement Learning,2022,AAAI,"Abdus Salam Azad, Edward Kim, Mark Wu, Kimin Lee, Ion Stoica, Pieter Abbeel, Alberto Sangiovanni-Vincentelli, Sanjit Seshia",MAIN TRACK,reinforcement learning/generative model
1440,Symbolic Brittleness in Sequence Models: On Systematic Generalization in Symbolic Mathematics,2022,AAAI,"Sean Welleck, Peter West, Jize Cao, Yejin Choi",MAIN TRACK,
1441,BScNets: Block Simplicial Complex Neural Networks,2022,AAAI,"Yuzhou Chen, Yulia R. Gel, H. Vincent Poor",MAIN TRACK,
1442,PatchUp: A Feature-Space Block-Level Regularization Technique for Convolutional Neural Networks,2022,AAAI,"Mojtaba Faramarzi, Mohammad Amini, Akilesh Badrinaaraayanan, Vikas Verma, Sarath Chandar",MAIN TRACK,
1443,Learning Unseen Emotions from Gestures via Semantically-Conditioned Zero-Shot Perception with Adversarial Autoencoders,2022,AAAI,"Abhishek Banerjee, Uttaran Bhattacharya, Aniket Bera",MAIN TRACK,zero_few-shot
1444,A* Search and Bound-Sensitive Heuristics for Oversubscription Planning,2022,AAAI,"Michael Katz, Emil Keyder",MAIN TRACK,
1445,Recurrent Neural Network Controllers Synthesis with Stability Guarantees for Partially Observed Systems,2022,AAAI,"Fangda Gu, He Yin, Laurent El Ghaoui, Murat Arcak, Peter Seiler, Ming Jin",MAIN TRACK,
1446,Hybrid Neural Networks for On-Device Directional Hearing,2022,AAAI,"Anran Wang, Maruchi Kim, Hao Zhang, Shyamnath Gollakota",MAIN TRACK,
1447,DDG-DA: Data Distribution Generation for Predictable Concept Drift Adaptation,2022,AAAI,"Wendi Li, Xiao Yang, Weiqing Liu, Yingce Xia, Jiang Bian",MAIN TRACK,generative model
1448,Efficient Optimal Transport Algorithm by Accelerated Gradient Descent,2022,AAAI,"Dongsheng An, Na Lei, Xiaoyin Xu, Xianfeng Gu",MAIN TRACK,
1449,iDECODe: In-Distribution Equivariance for Conformal Out-of-Distribution Detection,2022,AAAI,"Ramneet Kaur, Susmit Jha, Anirban Roy, Sangdon Park, Edgar Dobriban, Oleg Sokolsky, Insup Lee",MAIN TRACK,
1450,A Tale of Color Variants: Representation and Self-Supervised Learning in Fashion E-commerce,2022,AAAI,"Ujjal Kr Dutta, Sandeep Repakula, Maulik Parmar, Abhinav Ravi",STUDENT ABSTRACT AND POSTER PROGRAM,zero_few-shot/representation
1451,Competing for Resources: Estimating Adversary Strategy for Effective Plan Generation,2022,AAAI,"Lukas Chrpa, Pavel Rytir, Rostislav Horčík, Stefan Edelkamp",MAIN TRACK,generative model
1452,Towards End-to-End Image Compression and Analysis with Transformers,2022,AAAI,"Yuanchao Bai, Xu Yang, Xianming Liu, Junjun Jiang, Yaowei Wang, Xiangyang Ji, Wen Gao",MAIN TRACK,transformer
1453,CINS: Comprehensive Instruction for Few-Shot Learning in Task-Oriented Dialog Systems,2022,AAAI,"Fei Mi, Yasheng Wang, Yitong Li",MAIN TRACK,zero_few-shot
1454,"Reproducibility as a Mechanism for Teaching Fairness, Accountability, Confidentiality, and Transparency in Artificial Intelligence",2022,AAAI,"Ana Lucic, Maurits Bleeker, Sami Jullien, Samarth Bhargav, Maarten de Rijke",AI FOR SOCIAL IMPACT TRACK,
1455,Learning from Mistakes - A Framework for Neural Architecture Search,2022,AAAI,"Bhanu Garg, Li Zhang, Pradyumna Sridhara, Ramtin Hosseini, Eric Xing, Pengtao Xie",MAIN TRACK,
1456,Disentangled Spatiotemporal Graph Generative Model,2022,AAAI,"Yuanqi Du, Xiaojie Guo, Hengning Cao, Yanfang Ye, Zhao Liang",MAIN TRACK,graph/generative model
1457,Protecting Intellectual Property of Language Generation APIs with Lexical Watermark,2022,AAAI,"Xuanli He, Qiongkai Xu, Lingjuan Lyu, Fangzhao Wu, Chenguang Wang",MAIN TRACK,generative model
1458,Adversarial Data Augmentation for Task-Specific Knowledge Distillation of Pre-Trained Transformers,2022,AAAI,"Minjia Zhang, Niranjan Uma Naresh, Yuxiong He",MAIN TRACK,transformer/augmentation/distillation
1459,One-Shot Talking Face Generation from Single-Speaker Audio-Visual Correlation Learning,2022,AAAI,"Suzhen Wang, Lincheng Li, Yu Ding, Xin Yu",MAIN TRACK,generative model
1460,"Spline-PINN: Approaching PDEs without Data Using Fast, Physics-Informed Hermite-Spline CNNs",2022,AAAI,"Nils Wandel, Michael Weinmann, Michael Neidlin, Reinhard Klein",MAIN TRACK,
1461,Learning to Model Pixel-Embedded Affinity for Homogeneous Instance Segmentation,2022,AAAI,"Wei Huang, Shiyu Deng, Chang Chen, Xueyang Fu, Zhiwei Xiong",MAIN TRACK,segmentation
1462,Enumerating Nontrivial Knot Mosaics with SAT (Student Abstract),2022,AAAI,Hannah Miller,STUDENT ABSTRACT AND POSTER PROGRAM,
1463,Transmission-Guided Bayesian Generative Model for Smoke Segmentation,2022,AAAI,"Siyuan Yan, Jing Zhang, Nick Barnes",MAIN TRACK,generative model/bayesian/segmentation
1464,Imbalance-Aware Uplift Modeling for Observational Data,2022,AAAI,"Xuanying Chen, Zhining Liu, Li Yu, Liuyi Yao, Wenpeng Zhang, Yi Dong, Lihong Gu, Xiaodong Zeng, Yize Tan, Jinjie Gu",MAIN TRACK,
1465,Amplitude Spectrum Transformation for Open Compound Domain Adaptive Semantic Segmentation,2022,AAAI,"Jogendra Nath Kundu, Akshay Kulkarni, Suvaansh Bhambri, Varun Jampani, R. Venkatesh Babu",MAIN TRACK,adaptive/segmentation
1466,Few-Shot Cross-Lingual Stance Detection with Sentiment-Based Pre-Training,2022,AAAI,"Momchil Hardalov, Arnav Arora, Preslav Nakov, Isabelle Augenstein",MAIN TRACK,
1467,Fourier Representations for Black-Box Optimization over Categorical Variables,2022,AAAI,"Hamid Dadkhahi, Jesus Rios, Karthikeyan Shanmugam, Payel Das",MAIN TRACK,optimization/representation
1468,Fast Sparse Decision Tree Optimization via Reference Ensembles,2022,AAAI,"Hayden McTavish, Chudi Zhong, Reto Achermann, Ilias Karimalis, Jacques Chen, Cynthia Rudin, Margo Seltzer",MAIN TRACK,optimization/sparse
1469,Stereo Neural Vernier Caliper,2022,AAAI,"Shichao Li, Zechun Liu, Zhiqiang Shen, Kwang-Ting Cheng",MAIN TRACK,
1470,Feature Importance Explanations for Temporal Black-Box Models,2022,AAAI,"Akshay Sood, Mark Craven",MAIN TRACK,
1471,Dynamic Manifold Learning for Land Deformation Forecasting,2022,AAAI,"Fan Zhou, Rongfan Li, Qiang Gao, Goce Trajcevski, Kunpeng Zhang, Ting Zhong",MAIN TRACK,
1472,Transfer Learning for Color Constancy via Statistic Perspective,2022,AAAI,"Yuxiang Tang, Xuejing Kang, Chunxiao Li, Zhaowen Lin, Anlong Ming",MAIN TRACK,transfer learning
1473,Self-Supervised Enhancement of Latent Discovery in GANs,2022,AAAI,"Adarsh Kappiyath, Silpa Vadakkeeveetil Sreelatha, S Sumitra",MAIN TRACK,zero_few-shot
1474,Pushing the Limits of Rule Reasoning in Transformers through Natural Language Satisfiability,2022,AAAI,"Kyle Richardson, Ashish Sabharwal",MAIN TRACK,transformer
1475,Privacy-Preserving Face Recognition in the Frequency Domain,2022,AAAI,"Yinggui Wang, Jian Liu, Man Luo, Le Yang, Li Wang",MAIN TRACK,
1476,Panini-Net: GAN Prior Based Degradation-Aware Feature Interpolation for Face Restoration,2022,AAAI,"Yinhuai Wang, Yujie Hu, Jian Zhang",MAIN TRACK,
1477,Learning Token-Based Representation for Image Retrieval,2022,AAAI,"Hui Wu, Min Wang, Wengang Zhou, Yang Hu, Houqiang Li",MAIN TRACK,representation
1478,Obtaining Calibrated Probabilities with Personalized Ranking Models,2022,AAAI,"Wonbin Kweon, SeongKu Kang, Hwanjo Yu",MAIN TRACK,
1479,Weighted Model Counting in FO2 with Cardinality Constraints and Counting Quantifiers: A Closed Form Formula,2022,AAAI,"Sagar Malhotra, Luciano Serafini",MAIN TRACK,optimization
1480,Pose-Guided Feature Disentangling for Occluded Person Re-Identification Based on Transformer,2022,AAAI,"Tao Wang, Hong Liu, Pinhao Song, Tianyu Guo, Wei Shi",MAIN TRACK,transformer
1481,Stochastic Planner-Actor-Critic for Unsupervised Deformable Image Registration,2022,AAAI,"Ziwei Luo, Jing Hu, Xin Wang, Shu Hu, Bin Kong, Youbing Yin, Qi Song, Xi Wu, Siwei Lyu",MAIN TRACK,
1482,"LIMREF: Local Interpretable Model Agnostic Rule-Based Explanations for Forecasting, with an Application to Electricity Smart Meter Data",2022,AAAI,"Dilini Rajapaksha, Christoph Bergmeir",AI FOR SOCIAL IMPACT TRACK,
1483,RepBin: Constraint-Based Graph Representation Learning for Metagenomic Binning,2022,AAAI,"Hansheng Xue, Vijini G Mallawaarachchi, Yujia Zhang, Vaibhav Rajan, Yu Lin",MAIN TRACK,graph/optimization/representation/meta-learning
1484,Visual Explanations for Convolutional Neural Networks via Latent Traversal of Generative Adversarial Networks (Student Abstract),2022,AAAI,"Amil Dravid, Aggelos Katsaggelos",STUDENT ABSTRACT AND POSTER PROGRAM,generative model
1485,Bridging the Gap between Expression and Scene Text for Referring Expression Comprehension (Student Abstract),2022,AAAI,"Yuqi Bu, Jiayuan Xie, Liuwu Li, Qiong Liu, Yi Cai",STUDENT ABSTRACT AND POSTER PROGRAM,
1486,EtinyNet: Extremely Tiny Network for TinyML,2022,AAAI,"Kunran Xu, Yishi Li, Huawei Zhang, Rui Lai, Lin Gu",MAIN TRACK,
1487,Minimally-Supervised Joint Learning of Event Volitionality and Subject Animacy Classification,2022,AAAI,"Hirokazu Kiyomaru, Sadao Kurohashi",MAIN TRACK,
1488,Domain Reconstruction for UWB Car Key Localization Using Generative Adversarial Networks,2022,AAAI,"Aleksei Kuvshinov, Daniel Knobloch, Daniel K√ºlzer, Elen Vardanyan, Stephan G√ºnnemann",MAIN TRACK,generative model
1489,REMOTE: Reinforced Motion Transformation Network for Semi-Supervised 2D Pose Estimation in Videos,2022,AAAI,"Xianzheng Ma, Hossein Rahmani, Zhipeng Fan, Bin Yang, Jun Chen, Jun Liu",MAIN TRACK,
1490,Edge-Aware Guidance Fusion Network for RGB–Thermal Scene Parsing,2022,AAAI,"Wujie Zhou, Shaohua Dong, Caie Xu, Yaguan Qian",MAIN TRACK,
1491,Worst-Case Voting When the Stakes are High,2022,AAAI,"Anson Kahng, Gregory Kehne",MAIN TRACK,
1492,Learning Network Architecture for Open-Set Recognition,2022,AAAI,"Xuelin Zhang, Xuelian Cheng, Donghao Zhang, Paul Bonnington, Zongyuan Ge",MAIN TRACK,
1493,GNN-Retro: Retrosynthetic Planning with Graph Neural Networks,2022,AAAI,"Peng Han, Peilin Zhao, Chan Lu, Junzhou Huang, Jiaxiang Wu, Shuo Shang, Bin Yao, Xiangliang Zhang",MAIN TRACK,graph
1494,Equity Promotion in Online Resource Allocation,2022,AAAI,"Pan Xu, Yifan Xu",MAIN TRACK,online learning
1495,First Order Rewritability in Ontology-Mediated Querying in Horn Description Logics,2022,AAAI,"David Toman, Grant Weddell",MAIN TRACK,
1496,Entropy-Based Logic Explanations of Neural Networks,2022,AAAI,"Pietro Barbiero, Gabriele Ciravegna, Francesco Giannini, Pietro Lió, Marco Gori, Stefano Melacci",MAIN TRACK,
1497,MTLDesc: Looking Wider to Describe Better,2022,AAAI,"Changwei Wang, Rongtao Xu, Yuyang Zhang, Shibiao Xu*, Weiliang Meng, Bin Fan, Xiaopeng Zhang",MAIN TRACK,
1498,Unit Selection with Causal Diagram,2022,AAAI,"Ang Li, Judea Pearl",MAIN TRACK,
1499,Parameter Differentiation Based Multilingual Neural Machine Translation,2022,AAAI,"Qian Wang, Jiajun Zhang",MAIN TRACK,
1500,Non-Parametric Online Learning from Human Feedback for Neural Machine Translation,2022,AAAI,"Dongqi Wang, Haoran Wei, Zhirui Zhang, Shujian Huang, Jun Xie, Jiajun Chen",MAIN TRACK,online learning/metric
1501,Using Public Data to Predict Demand for Mobile Health Clinics,2022,AAAI,"Haipeng Chen, Susobhan Ghosh, Gregory Fan, Nikhil Behari, Arpita Biswas, Mollie Williams, Nancy Oriol, Milind Tambe",MAIN TRACK,
1502,Evo-ViT: Slow-Fast Token Evolution for Dynamic Vision Transformer,2022,AAAI,"Yifan Xu, Zhijie Zhang, mengdan zhang, Kekai Sheng, Ke Li, Weiming Dong, Liqing Zhang, Changsheng Xu, Xing Sun",MAIN TRACK,zero_few-shot/transformer
1503,Sparse Structure Learning via Graph Neural Networks for Inductive Document Classification,2022,AAAI,"Yinhua Piao, Sangseon Lee, Dohoon Lee, Sun Kim",MAIN TRACK,graph/sparse
1504,NaturalInversion: Data-Free Image Synthesis Improving Real-World Consistency,2022,AAAI,"Yujin Kim, Dogyun Park, Dohee Kim, Suhyun Kim",MAIN TRACK,
1505,AI Assisted Data Labeling with Interactive Auto Label,2022,AAAI,"Michael Desmond, Michelle Brachman, Evelyn Duesterwald, Casey Dugan, Narendra Nath Joshi, Qian Pan, Carolina Spina",DEMONSTRATIONS,active learning
1506,Span-Based Semantic Role Labeling with Argument Pruning and Second-Order Inference,2022,AAAI,"Zixia Jia, Zhaohui Yan, Haoyi Wu, Kewei Tu",MAIN TRACK,inference
1507,Deceptive Decision-Making under Uncertainty,2022,AAAI,"Yagiz Savas, Christos K. Verginis, Ufuk Topcu",MAIN TRACK,
1508,Fair and Truthful Giveaway Lotteries,2022,AAAI,"Yonatan Aumann, Tal Arbiv",MAIN TRACK,
1509,MeTeoR: Practical Reasoning in Datalog with Metric Temporal Operators,2022,AAAI,"Dingmin Wang, Pan Hu, Przemysław Andrzej Wałęga, Bernardo Cuenca Grau",MAIN TRACK,metric
1510,Towards Bridging Sample Complexity and Model Capacity,2022,AAAI,"Shibin Mei, Chenglong Zhao, Shengchao Yuan, Bingbing Ni",MAIN TRACK,
1511,DisenCite: Graph-Based Disentangled Representation Learning for Context-Specific Citation Generation,2022,AAAI,"Yifan Wang, Yiping Song, Shuai Li, Chaoran Cheng, Wei Ju, Ming Zhang, Sheng Wang",MAIN TRACK,graph/representation/generative model
1512,InsCLR: Improving Instance Retrieval with Self-Supervision,2022,AAAI,"Zelu Deng, Yujie Zhong*, Sheng Guo, Weilin Huang",MAIN TRACK,
1513,Machine-Learned Prediction Equilibrium for Dynamic Traffic Assignment,2022,AAAI,"Lukas Graf, Tobias Harks, Kostas Kollias, Michael Markl",MAIN TRACK,
1514,ALPHAPROG: Reinforcement Generation of Valid Programs for Compiler Fuzzing,2022,AAAI,"Xiaoting Li, Xiao Liu, Lingwei Chen, Rupesh Prajapati, Dinghao Wu",SENIOR MEMBER PRESENTATION TRACK - SUMMARY,reinforcement learning/generative model
1515,Sublinear Time Approximation of Text Similarity Matrices,2022,AAAI,"Archan Ray, Nicholas Monath, Andrew McCallum, Cameron Musco",MAIN TRACK,
1516,Hindsight Network Credit Assignment: Efficient Credit Assignment in Networks of Discrete Stochastic Units,2022,AAAI,Kenny Young,MAIN TRACK,
